sample,date,timestamp,barometric_pressure,humidity,temperature,wind_direction,wind_speed,solar_radiation,Label
3925,9/17/2016,0:05:06,30.48,96,53,170.58,6.75,1.26,1
3926,9/17/2016,0:00:05,30.48,96,54,153.36,4.5,1.28,1
3927,9/16/2016,23:55:04,30.48,96,54,159.74,6.75,1.23,1
3928,9/16/2016,23:50:03,30.48,96,54,158.44,5.62,1.27,1
3929,9/16/2016,23:45:04,30.48,96,54,156.3,4.5,1.21,1
3930,9/16/2016,23:40:05,30.48,96,54,164.06,6.75,1.25,1
3931,9/16/2016,23:35:03,30.48,95,54,154.32,6.75,1.23,1
3932,9/16/2016,23:30:10,30.48,95,54,143.01,9,1.22,1
3933,9/16/2016,23:25:04,30.48,95,54,112.51,5.62,1.23,1
3934,9/16/2016,23:20:06,30.48,95,53,149,2.25,1.27,1
3935,9/16/2016,23:15:10,30.48,95,53,155.89,2.25,1.25,1
3936,9/16/2016,23:10:03,30.47,95,53,169.16,4.5,1.27,1
3937,9/16/2016,23:05:05,30.48,96,53,162.71,9,1.22,1
3938,9/16/2016,23:00:04,30.48,96,53,185.77,7.87,1.24,1
3939,9/16/2016,22:55:03,30.48,97,53,191.66,5.62,1.24,1
3940,9/16/2016,22:50:02,30.48,97,53,125.54,5.62,1.2,1
3941,9/16/2016,22:45:04,30.48,98,53,172.36,7.87,1.25,1
3942,9/16/2016,22:40:07,30.48,98,54,163.57,6.75,1.25,1
3943,9/16/2016,22:35:06,30.48,98,53,160.44,9,1.27,1
3944,9/16/2016,22:30:04,30.48,98,53,133.76,7.87,1.23,1
3945,9/16/2016,22:25:03,30.48,98,54,170.81,4.5,1.24,1
3946,9/16/2016,22:20:03,30.48,98,54,175.19,9,1.27,1
3947,9/16/2016,22:15:05,30.48,97,54,138.56,9,1.24,1
3948,9/16/2016,22:10:05,30.48,97,54,172.84,7.87,1.23,1
3949,9/16/2016,22:05:05,30.48,97,54,152.28,7.87,1.28,1
3950,9/16/2016,22:00:02,30.48,97,54,163.44,6.75,1.27,1
3951,9/16/2016,21:55:05,30.48,97,54,142.99,7.87,1.26,1
3952,9/16/2016,21:50:06,30.48,97,54,167.56,4.5,1.26,1
3953,9/16/2016,21:45:04,30.49,97,54,148.58,10.12,1.26,1
3954,9/16/2016,21:40:03,30.48,96,54,165.94,7.87,1.26,1
3955,9/16/2016,21:35:04,30.48,96,54,155.2,9,1.22,1
3956,9/16/2016,21:30:06,30.48,96,54,163.17,5.62,1.28,1
3957,9/16/2016,21:25:10,30.48,96,54,156.4,3.37,1.26,1
3958,9/16/2016,21:20:03,30.48,95,54,178.4,4.5,1.22,1
3959,9/16/2016,21:15:04,30.48,95,55,160.41,2.25,1.23,1
3960,9/16/2016,21:10:06,30.48,95,55,111.01,7.87,1.26,1
3961,9/16/2016,21:05:05,30.48,94,55,170.68,3.37,1.18,1
3962,9/16/2016,21:00:05,30.48,94,55,137.27,3.37,1.22,1
3963,9/16/2016,20:55:04,30.48,94,55,32.15,1.12,1.23,1
3964,9/16/2016,20:50:06,30.48,94,54,164.09,5.62,1.26,1
3965,9/16/2016,20:45:09,30.48,94,54,161.61,11.25,1.23,1
3966,9/16/2016,20:40:04,30.47,94,54,167.46,6.75,1.27,1
3967,9/16/2016,20:35:09,30.47,94,54,142.59,6.75,1.26,1
3968,9/16/2016,20:30:06,30.47,95,54,177.44,7.87,1.21,1
3969,9/16/2016,20:25:07,30.47,95,54,158.56,9,1.25,1
3970,9/16/2016,20:20:05,30.47,96,54,149.08,7.87,1.25,1
3971,9/16/2016,20:15:03,30.47,96,54,176.65,10.12,1.25,1
3972,9/16/2016,20:10:05,30.47,95,54,175.61,11.25,1.22,1
3973,9/16/2016,20:05:03,30.47,96,54,158.62,6.75,1.26,1
3974,9/16/2016,20:00:03,30.47,95,54,154.79,4.5,1.21,1
3975,9/16/2016,19:55:04,30.47,96,54,117.2,5.62,1.27,1
3976,9/16/2016,19:50:05,30.47,96,54,113.79,5.62,1.26,1
3977,9/16/2016,19:45:04,30.47,95,54,62.88,5.62,1.22,1
3978,9/16/2016,19:40:02,30.47,95,54,109.13,3.37,1.24,1
3979,9/16/2016,19:35:09,30.47,95,54,171.14,2.25,1.25,1
3980,9/16/2016,19:30:06,30.47,95,54,130.13,4.5,1.26,1
3981,9/16/2016,19:25:06,30.47,96,54,136.94,7.87,1.26,1
3982,9/16/2016,19:20:04,30.46,97,54,141.79,9,1.23,1
3983,9/16/2016,19:15:09,30.46,97,54,159.95,4.5,1.25,1
3984,9/16/2016,19:10:02,30.46,97,54,149.94,6.75,1.25,1
3985,9/16/2016,19:05:08,30.46,96,54,144.1,9,1.25,1
3986,9/16/2016,19:00:05,30.46,96,54,147.78,3.37,1.29,1
3987,9/16/2016,18:55:10,30.46,97,54,164.43,9,1.22,1
3988,9/16/2016,18:50:04,30.46,97,54,164.33,6.75,1.25,1
3989,9/16/2016,18:45:04,30.46,97,54,125.1,10.12,1.27,1
3990,9/16/2016,18:40:07,30.45,97,54,132.61,10.12,1.28,1
3991,9/16/2016,18:35:04,30.45,96,54,121.89,11.25,1.44,1
3992,9/16/2016,18:30:06,30.45,96,55,124.93,5.62,3.4,1
3993,9/16/2016,18:25:03,30.45,96,55,177.35,4.5,7.05,1
3994,9/16/2016,18:20:04,30.45,95,55,157.7,5.62,10.56,1
3995,9/16/2016,18:15:02,30.45,96,55,133.49,6.75,16.84,1
3996,9/16/2016,18:10:04,30.44,96,55,116,9,24.87,1
3997,9/16/2016,18:05:06,30.44,97,55,148.63,3.37,32.76,1
3998,9/16/2016,18:00:11,30.44,97,56,130.47,6.75,52.46,1
3999,9/16/2016,17:55:03,30.44,97,56,114.04,3.37,87.65,1
4000,9/16/2016,17:50:04,30.44,96,56,88.75,6.75,144.23,1
4001,9/16/2016,17:45:07,30.44,96,56,97.57,5.62,98.76,1
4002,9/16/2016,17:40:03,30.44,94,57,106.04,4.5,88.13,1
4003,9/16/2016,17:35:05,30.44,93,57,97.79,11.25,158.03,1
4004,9/16/2016,17:30:05,30.44,94,58,140.19,13.5,163,2
4005,9/16/2016,17:25:04,30.43,95,57,151.31,7.87,209.56,2
4006,9/16/2016,17:20:06,30.43,96,57,67.97,3.37,244.17,2
4007,9/16/2016,17:15:05,30.43,97,57,125.11,12.37,238.79,2
4008,9/16/2016,17:10:05,30.43,97,56,130.01,4.5,266.04,2
4009,9/16/2016,17:05:06,30.44,97,57,74.2,9,153.87,1
4010,9/16/2016,17:00:08,30.44,97,57,41.39,4.5,261.2,2
4011,9/16/2016,16:55:04,30.44,97,56,34.34,4.5,372.3,3
4012,9/16/2016,16:50:06,30.44,97,56,82.81,9,355.46,3
4013,9/16/2016,16:45:05,30.44,95,57,94.88,13.5,161.6,2
4014,9/16/2016,16:40:05,30.44,95,57,98.47,5.62,229.41,2
4015,9/16/2016,16:35:09,30.44,95,58,6.16,6.75,515.89,4
,9/16/2016,16:30:09,30.44,94.5,58,44.65,9,405.35,3
4016,9/16/2016,16:25:06,30.44,94,58,83.14,11.25,294.81,2
4017,9/16/2016,16:20:08,30.44,96,58,0.11,4.5,409.63,3
4018,9/16/2016,16:15:19,30.43,95,57,89.76,5.62,402.45,3
,9/16/2016,16:10:19,30.43,97,57,92.435,8.435,395.975,3
,9/16/2016,16:05:19,30.43,98,57,93.7725,9.8425,392.7375,3
4019,9/16/2016,16:00:09,30.43,99,57,95.11,11.25,389.5,3
4020,9/16/2016,15:55:05,30.43,100,56,156.27,13.5,497.27,4
4021,9/16/2016,15:50:06,30.43,100,56,195.48,5.62,487.44,4
4022,9/16/2016,15:45:05,30.43,101,55,142.55,7.87,389.85,3
4023,9/16/2016,15:40:04,30.43,100,55,120.12,11.25,484.63,4
4024,9/16/2016,15:35:41,30.44,100,54,15.9,5.62,568.24,4
,9/16/2016,15:30:41,30.44,100,54,80.835,6.185,531.3,4
,9/16/2016,15:25:41,30.44,100,54,113.3025,6.4675,512.83,4
,9/16/2016,15:20:41,30.44,100,54,129.53625,6.60875,503.595,4
,9/16/2016,15:15:41,30.44,100,54,137.653125,6.679375,498.9775,4
,9/16/2016,15:10:41,30.44,100,54,141.7115625,6.7146875,496.66875,4
,9/16/2016,15:05:41,30.44,100,54,143.7407813,6.73234375,495.514375,4
4025,9/16/2016,15:00:05,30.44,100,54,145.77,6.75,494.36,4
4026,9/16/2016,14:55:07,30.44,100,54,89.26,7.87,440.79,3
4027,9/16/2016,14:50:05,30.45,99,54,104.72,7.87,506.15,4
4028,9/16/2016,14:45:07,30.44,99,54,141.73,9,322.56,3
4029,9/16/2016,14:40:05,30.45,99,54,131.04,10.12,409.59,3
4030,9/16/2016,14:35:07,30.45,99,54,10.64,5.62,228.19,2
4031,9/16/2016,14:30:10,30.45,99,54,140.21,4.5,278.95,2
4032,9/16/2016,14:25:05,30.45,98,54,95.12,5.62,207.68,2
4033,9/16/2016,14:20:07,30.45,98,55,47.66,4.5,197.67,2
4034,9/16/2016,14:15:04,30.45,97,55,354.65,1.12,234.8,2
4035,9/16/2016,14:10:07,30.45,97,55,16.28,5.62,359.53,3
4036,9/16/2016,14:05:02,30.46,96,56,28.79,7.87,259.01,2
4037,9/16/2016,14:00:06,30.45,94,56,0.13,10.12,175.39,2
4038,9/16/2016,13:55:07,30.46,93,57,35.95,12.37,231.2,2
4039,9/16/2016,13:50:08,30.46,90,57,51.65,2.25,432.2,3
4040,9/16/2016,13:45:06,30.46,90,57,56.64,11.25,348.48,3
4041,9/16/2016,13:40:07,30.46,90,57,131.72,6.75,458.04,3
4042,9/16/2016,13:35:03,30.46,91,56,78.67,5.62,453.36,3
4043,9/16/2016,13:30:07,30.46,92,56,88.88,4.5,597.78,4
4044,9/16/2016,13:25:07,30.46,91,56,70.8,6.75,387.11,3
4045,9/16/2016,13:20:05,30.46,90,57,133.13,9,361.07,3
4046,9/16/2016,13:15:07,30.46,90,57,103.09,12.37,434.32,3
4047,9/16/2016,13:10:03,30.46,88,58,75.01,9,320.35,2
4048,9/16/2016,13:05:03,30.46,89,58,87.81,9,878.57,6
4049,9/16/2016,13:00:30,30.46,86,58,56.46,10.12,434.84,3
4050,9/16/2016,12:55:02,30.47,86,59,38.8,9,1078.33,7
4051,9/16/2016,12:50:04,30.46,84,60,110.78,13.5,1283.7,9
4052,9/16/2016,12:45:03,30.46,83,60,39.61,13.5,917.41,6
4053,9/16/2016,12:40:08,30.47,83,60,0.12,9,1119.79,7
4054,9/16/2016,12:35:04,30.47,84,60,49.05,4.5,1161.83,8
4055,9/16/2016,12:30:04,30.47,84,60,43.98,4.5,1164.28,8
4056,9/16/2016,12:25:05,30.47,83,60,329.87,6.75,1049.95,7
4057,9/16/2016,12:20:07,30.47,83,60,80.81,3.37,1115.32,7
4058,9/16/2016,12:15:09,30.47,83,59,53.96,5.62,798.99,5
4059,9/16/2016,12:10:04,30.48,84,59,41.87,5.62,1224.36,8
4060,9/16/2016,12:05:03,30.48,83,59,38.01,6.75,1286.85,9
4061,9/16/2016,12:00:07,30.47,83,60,90.32,15.75,1131.33,8
4062,9/16/2016,11:55:04,30.47,82,60,71.04,5.62,1052.89,7
4063,9/16/2016,11:50:04,30.48,87,60,71.37,6.75,1190.96,8
4064,9/16/2016,11:45:20,30.48,84,59,169.99,6.75,1171.55,8
4065,9/16/2016,11:40:05,30.48,83,59,89.3,9,376.85,3
4066,9/16/2016,11:35:07,30.48,83,59,165.95,6.75,492.82,4
4067,9/16/2016,11:30:05,30.48,82,58,57.4,4.5,646.14,5
4068,9/16/2016,11:25:08,30.48,82,58,105.31,7.87,767.42,5
4069,9/16/2016,11:20:05,30.48,80,58,121.28,6.75,474.52,3
4070,9/16/2016,11:15:04,30.48,81,59,35.67,4.5,381.66,3
4071,9/16/2016,11:10:05,30.48,78,59,173.42,9,366.98,3
4072,9/16/2016,11:05:04,30.48,79,59,83.83,4.5,484.65,4
4073,9/16/2016,11:00:04,30.48,78,59,146.11,4.5,513.47,4
4074,9/16/2016,10:55:07,30.48,78,59,76.1,15.75,715.05,5
4075,9/16/2016,10:50:05,30.48,79,59,104.48,3.37,705.58,5
4076,9/16/2016,10:45:05,30.48,79,59,52.5,7.87,629.29,4
4077,9/16/2016,10:40:04,30.49,80,59,335.53,2.25,789.73,5
4078,9/16/2016,10:35:06,30.49,83,58,36.84,4.5,1115.47,7
4079,9/16/2016,10:30:07,30.49,81,58,21.36,7.87,851.81,6
4080,9/16/2016,10:25:09,30.49,83,58,334.73,3.37,784.54,5
4081,9/16/2016,10:20:10,30.49,84,57,101.62,11.25,737.78,5
4082,9/16/2016,10:15:07,30.49,83,57,87.18,7.87,1155.24,8
4083,9/16/2016,10:10:03,30.49,83,57,18.96,7.87,436.76,3
4084,9/16/2016,10:05:08,30.49,83,58,159.38,3.37,407.41,3
4085,9/16/2016,10:00:05,30.49,83,58,159.55,9,352.87,3
4086,9/16/2016,9:55:05,30.49,90,57,70.43,3.37,806.31,6
4087,9/16/2016,9:50:07,30.48,92,55,135.73,5.62,826.01,6
4088,9/16/2016,9:45:08,30.48,93,55,74.49,3.37,344.38,3
4089,9/16/2016,9:40:03,30.49,92,55,125.22,1.12,276.13,2
4090,9/16/2016,9:35:06,30.49,91,54,32.86,2.25,327.73,3
,9/16/2016,9:30:06,30.49,91,54,32.86,2.25,327.73,3
4091,9/16/2016,9:25:08,30.49,91,54,76.37,3.37,315.61,2
4092,9/16/2016,9:20:07,30.49,91,54,144.79,2.25,333.5,3
4093,9/16/2016,9:15:04,30.49,91,54,136.76,5.62,337.29,3
4094,9/16/2016,9:10:04,30.49,90,54,137.13,9,303.66,2
4095,9/16/2016,9:05:03,30.49,91,54,161.87,7.87,598.01,4
4096,9/16/2016,9:00:10,30.48,90,54,241.79,6.75,301.66,2
4097,9/16/2016,8:55:04,30.48,91,54,132.95,4.5,487.56,4
4098,9/16/2016,8:50:09,30.48,93,54,138.17,10.12,705.66,5
4099,9/16/2016,8:45:04,30.47,93,53,128.52,16.87,509.56,4
4100,9/16/2016,8:40:14,30.47,95,53,128.25,13.5,286.77,2
4101,9/16/2016,8:35:03,30.47,97,53,131.39,10.12,401.14,3
4102,9/16/2016,8:30:04,30.47,98,52,166.17,15.75,525.8,4
4103,9/16/2016,8:25:08,30.47,99,52,179.74,15.75,399.53,3
4104,9/16/2016,8:20:08,30.47,99,52,160.13,10.12,284.41,2
4105,9/16/2016,8:15:02,30.46,99,52,114.6,18,263.55,2
4106,9/16/2016,8:10:05,30.46,99,52,150.83,19.12,215.3,2
3835,9/16/2016,8:05:04,30.48,101,55,74.28,9,207.86,2
3836,9/16/2016,8:00:06,30.48,101,55,67.91,2.25,198.3,2
3837,9/16/2016,7:55:07,30.48,101,55,147.71,4.5,167.42,2
,9/16/2016,7:50:07,30.48,101,55,140.695,4.5,127.585,1
3838,9/16/2016,7:45:03,30.48,101,55,133.68,4.5,87.75,1
3839,9/16/2016,7:40:04,30.48,101,55,152.51,6.75,94.61,1
3840,9/16/2016,7:35:08,30.47,101,55,82.63,7.87,101.29,1
3841,9/16/2016,7:30:04,30.47,101,55,124.05,10.12,106.75,1
3842,9/16/2016,7:25:03,30.47,101,55,137.04,2.25,156.75,1
3843,9/16/2016,7:20:03,30.47,101,54,135.08,6.75,136.57,1
3844,9/16/2016,7:15:06,30.47,101,54,140.64,2.25,132.54,1
3845,9/16/2016,7:10:04,30.47,101,54,74.75,3.37,111.33,1
3846,9/16/2016,7:05:06,30.47,101,54,71.82,6.75,96.47,1
3847,9/16/2016,7:00:06,30.47,101,54,88.27,2.25,85.49,1
3848,9/16/2016,6:55:06,30.47,101,54,111.68,2.25,72.42,1
3849,9/16/2016,6:50:07,30.47,101,54,135.54,3.37,70.74,1
3850,9/16/2016,6:45:08,30.47,101,54,139.87,5.62,59.57,1
,9/16/2016,6:40:08,30.47,101,54,121.755,5.06,42.63,1
3851,9/16/2016,6:35:06,30.47,101,54,103.64,4.5,25.69,1
3852,9/16/2016,6:30:07,30.47,101,54,112.36,4.5,16.11,1
3853,9/16/2016,6:25:05,30.46,100,54,161.15,2.25,11.34,1
3854,9/16/2016,6:20:10,30.46,100,54,119.6,3.37,8.84,1
3855,9/16/2016,6:15:03,30.46,100,54,135.15,6.75,6.46,1
3856,9/16/2016,6:10:05,30.46,100,54,112.4,6.75,3.82,1
3857,9/16/2016,6:05:06,30.46,100,54,126.09,6.75,2.53,1
3858,9/16/2016,6:00:03,30.46,100,53,140.58,6.75,1.56,1
3859,9/16/2016,5:55:08,30.45,100,53,140.93,6.75,1.24,1
3860,9/16/2016,5:50:03,30.45,100,53,177.06,3.37,1.23,1
3861,9/16/2016,5:45:07,30.45,100,53,160.77,3.37,1.22,1
3862,9/16/2016,5:40:06,30.45,99,53,160.9,6.75,1.22,1
3863,9/16/2016,5:35:04,30.45,99,53,163.02,10.12,1.25,1
3864,9/16/2016,5:30:09,30.45,99,53,155.59,7.87,1.25,1
3865,9/16/2016,5:25:05,30.45,99,53,149.54,6.75,1.22,1
3866,9/16/2016,5:20:07,30.45,98,53,103.25,6.75,1.24,1
3867,9/16/2016,5:15:08,30.45,97,53,154.39,3.37,1.2,1
3868,9/16/2016,5:10:05,30.45,97,53,142.31,3.37,1.23,1
3869,9/16/2016,5:05:20,30.45,97,53,122.63,6.75,1.25,1
3870,9/16/2016,5:00:04,30.45,97,53,162.51,4.5,1.22,1
3871,9/16/2016,4:55:07,30.45,97,53,156.48,6.75,1.25,1
3872,9/16/2016,4:50:08,30.45,96,53,161.12,4.5,1.22,1
3873,9/16/2016,4:45:04,30.44,96,53,126.75,9,1.22,1
3874,9/16/2016,4:40:09,30.44,96,53,151.61,5.62,1.25,1
3875,9/16/2016,4:35:03,30.44,95,53,128.07,5.62,1.26,1
3876,9/16/2016,4:30:05,30.44,94,53,165.57,6.75,1.25,1
3877,9/16/2016,4:25:03,30.44,95,53,153.06,9,1.23,1
3878,9/16/2016,4:20:06,30.44,95,53,160.07,7.87,1.26,1
3879,9/16/2016,4:15:06,30.44,96,53,159.65,7.87,1.25,1
3880,9/16/2016,4:10:04,30.44,95,53,182.98,3.37,1.2,1
3881,9/16/2016,4:05:05,30.44,96,53,152.66,5.62,1.28,1
3882,9/16/2016,4:00:04,30.44,96,53,144.08,10.12,1.22,1
3883,9/16/2016,3:55:06,30.44,96,53,137.39,7.87,1.23,1
3884,9/16/2016,3:50:02,30.44,96,53,173.18,11.25,1.24,1
3885,9/16/2016,3:45:04,30.44,95,53,162.9,9,1.26,1
3886,9/16/2016,3:40:06,30.44,94,53,157.68,10.12,1.19,1
3887,9/16/2016,3:35:05,30.44,94,53,137.7,6.75,1.27,1
3888,9/16/2016,3:30:08,30.44,94,53,129.93,7.87,1.3,1
3889,9/16/2016,3:25:06,30.44,95,53,149.63,4.5,1.23,1
3890,9/16/2016,3:20:09,30.44,96,53,137.86,4.5,1.22,1
3891,9/16/2016,3:15:07,30.44,96,53,139.23,6.75,1.24,1
3892,9/16/2016,3:10:04,30.44,96,53,165.48,4.5,1.23,1
3893,9/16/2016,3:05:03,30.44,97,53,157.6,10.12,1.26,1
3894,9/16/2016,3:00:08,30.44,97,53,139.54,7.87,1.26,1
3895,9/16/2016,2:55:03,30.44,98,53,167.04,12.37,1.26,1
3896,9/16/2016,2:50:06,30.44,98,53,156.68,10.12,1.26,1
3897,9/16/2016,2:45:06,30.45,99,53,157.57,6.75,1.23,1
3898,9/16/2016,2:40:06,30.45,99,53,161.42,7.87,1.23,1
3899,9/16/2016,2:35:06,30.45,99,53,154.97,5.62,1.24,1
3900,9/16/2016,2:30:05,30.45,99,53,148.5,6.75,1.23,1
3901,9/16/2016,2:25:04,30.45,99,53,181.45,7.87,1.21,1
3902,9/16/2016,2:20:12,30.45,99,54,174.96,5.62,1.23,1
3903,9/16/2016,2:15:05,30.46,99,54,111.71,6.75,1.24,1
3904,9/16/2016,2:10:06,30.46,99,54,133.13,7.87,1.25,1
3905,9/16/2016,2:05:02,30.45,99,54,123.48,4.5,1.24,1
3906,9/16/2016,2:00:05,30.45,99,54,144.58,4.5,1.24,1
3907,9/16/2016,1:55:06,30.45,98,54,148.18,10.12,1.26,1
3908,9/16/2016,1:50:06,30.45,98,54,165.41,7.87,1.25,1
3909,9/16/2016,1:45:03,30.45,98,54,137.64,5.62,1.22,1
3910,9/16/2016,1:40:07,30.45,98,54,129.61,9,1.28,1
3911,9/16/2016,1:35:02,30.46,97,54,157.64,5.62,1.25,1
3912,9/16/2016,1:30:07,30.46,96,54,119.27,6.75,1.26,1
3913,9/16/2016,1:25:07,30.46,97,54,176.25,5.62,1.24,1
3914,9/16/2016,1:20:03,30.46,97,54,176.61,6.75,1.23,1
3915,9/16/2016,1:15:04,30.46,97,54,160.81,4.5,1.27,1
3916,9/16/2016,1:10:05,30.47,97,54,146.79,5.62,1.23,1
3917,9/16/2016,1:05:06,30.47,97,54,153.16,7.87,1.29,1
3918,9/16/2016,1:00:08,30.47,97,54,155.73,6.75,1.23,1
3919,9/16/2016,0:55:05,30.47,96,54,145.84,9,1.27,1
,9/16/2016,0:50:05,30.47,96,54,147.985,8.435,1.26,1
,9/16/2016,0:45:05,30.47,96,54,149.0575,8.1525,1.255,1
,9/16/2016,0:40:05,30.47,96,54,149.59375,8.01125,1.2525,1
3920,9/16/2016,0:35:05,30.47,96,54,150.13,7.87,1.25,1
3921,9/16/2016,0:30:08,30.47,96,54,146.56,10.12,1.25,1
3922,9/16/2016,0:25:02,30.47,95,54,129.42,10.12,1.26,1
3923,9/16/2016,0:20:13,30.48,95,54,158.53,4.5,1.24,1
,9/16/2016,0:15:13,30.475,95.5,54,164.035,6.185,1.24,1
3924,9/16/2016,0:10:07,30.47,96,54,169.54,7.87,1.24,1
3925,9/16/2016,0:05:06,30.48,96,53,170.58,6.75,1.26,1
3926,9/16/2016,0:00:05,30.48,96,54,153.36,4.5,1.28,1
3927,9/15/2016,23:55:04,30.48,96,54,159.74,6.75,1.23,1
3928,9/15/2016,23:50:03,30.48,96,54,158.44,5.62,1.27,1
3929,9/15/2016,23:45:04,30.48,96,54,156.3,4.5,1.21,1
3930,9/15/2016,23:40:05,30.48,96,54,164.06,6.75,1.25,1
3931,9/15/2016,23:35:03,30.48,95,54,154.32,6.75,1.23,1
3932,9/15/2016,23:30:10,30.48,95,54,143.01,9,1.22,1
3933,9/15/2016,23:25:04,30.48,95,54,112.51,5.62,1.23,1
3934,9/15/2016,23:20:06,30.48,95,53,149,2.25,1.27,1
3935,9/15/2016,23:15:10,30.48,95,53,155.89,2.25,1.25,1
3936,9/15/2016,23:10:03,30.47,95,53,169.16,4.5,1.27,1
3937,9/15/2016,23:05:05,30.48,96,53,162.71,9,1.22,1
3938,9/15/2016,23:00:04,30.48,96,53,185.77,7.87,1.24,1
3939,9/15/2016,22:55:03,30.48,97,53,191.66,5.62,1.24,1
3940,9/15/2016,22:50:02,30.48,97,53,125.54,5.62,1.2,1
3941,9/15/2016,22:45:04,30.48,98,53,172.36,7.87,1.25,1
3942,9/15/2016,22:40:07,30.48,98,54,163.57,6.75,1.25,1
3943,9/15/2016,22:35:06,30.48,98,53,160.44,9,1.27,1
3944,9/15/2016,22:30:04,30.48,98,53,133.76,7.87,1.23,1
3945,9/15/2016,22:25:03,30.48,98,54,170.81,4.5,1.24,1
3946,9/15/2016,22:20:03,30.48,98,54,175.19,9,1.27,1
3947,9/15/2016,22:15:05,30.48,97,54,138.56,9,1.24,1
3948,9/15/2016,22:10:05,30.48,97,54,172.84,7.87,1.23,1
3949,9/15/2016,22:05:05,30.48,97,54,152.28,7.87,1.28,1
3950,9/15/2016,22:00:02,30.48,97,54,163.44,6.75,1.27,1
3951,9/15/2016,21:55:05,30.48,97,54,142.99,7.87,1.26,1
3952,9/15/2016,21:50:06,30.48,97,54,167.56,4.5,1.26,1
3953,9/15/2016,21:45:04,30.49,97,54,148.58,10.12,1.26,1
3954,9/15/2016,21:40:03,30.48,96,54,165.94,7.87,1.26,1
3955,9/15/2016,21:35:04,30.48,96,54,155.2,9,1.22,1
3956,9/15/2016,21:30:06,30.48,96,54,163.17,5.62,1.28,1
3957,9/15/2016,21:25:10,30.48,96,54,156.4,3.37,1.26,1
3958,9/15/2016,21:20:03,30.48,95,54,178.4,4.5,1.22,1
3959,9/15/2016,21:15:04,30.48,95,55,160.41,2.25,1.23,1
3960,9/15/2016,21:10:06,30.48,95,55,111.01,7.87,1.26,1
3961,9/15/2016,21:05:05,30.48,94,55,170.68,3.37,1.18,1
3962,9/15/2016,21:00:05,30.48,94,55,137.27,3.37,1.22,1
3963,9/15/2016,20:55:04,30.48,94,55,32.15,1.12,1.23,1
3964,9/15/2016,20:50:06,30.48,94,54,164.09,5.62,1.26,1
3965,9/15/2016,20:45:09,30.48,94,54,161.61,11.25,1.23,1
3966,9/15/2016,20:40:04,30.47,94,54,167.46,6.75,1.27,1
3967,9/15/2016,20:35:09,30.47,94,54,142.59,6.75,1.26,1
3968,9/15/2016,20:30:06,30.47,95,54,177.44,7.87,1.21,1
3969,9/15/2016,20:25:07,30.47,95,54,158.56,9,1.25,1
3970,9/15/2016,20:20:05,30.47,96,54,149.08,7.87,1.25,1
3971,9/15/2016,20:15:03,30.47,96,54,176.65,10.12,1.25,1
3972,9/15/2016,20:10:05,30.47,95,54,175.61,11.25,1.22,1
3973,9/15/2016,20:05:03,30.47,96,54,158.62,6.75,1.26,1
3974,9/15/2016,20:00:03,30.47,95,54,154.79,4.5,1.21,1
3975,9/15/2016,19:55:04,30.47,96,54,117.2,5.62,1.27,1
3976,9/15/2016,19:50:05,30.47,96,54,113.79,5.62,1.26,1
3977,9/15/2016,19:45:04,30.47,95,54,62.88,5.62,1.22,1
3978,9/15/2016,19:40:02,30.47,95,54,109.13,3.37,1.24,1
3979,9/15/2016,19:35:09,30.47,95,54,171.14,2.25,1.25,1
3980,9/15/2016,19:30:06,30.47,95,54,130.13,4.5,1.26,1
3981,9/15/2016,19:25:06,30.47,96,54,136.94,7.87,1.26,1
3982,9/15/2016,19:20:04,30.46,97,54,141.79,9,1.23,1
3983,9/15/2016,19:15:09,30.46,97,54,159.95,4.5,1.25,1
3984,9/15/2016,19:10:02,30.46,97,54,149.94,6.75,1.25,1
3985,9/15/2016,19:05:08,30.46,96,54,144.1,9,1.25,1
3986,9/15/2016,19:00:05,30.46,96,54,147.78,3.37,1.29,1
3987,9/15/2016,18:55:10,30.46,97,54,164.43,9,1.22,1
3988,9/15/2016,18:50:04,30.46,97,54,164.33,6.75,1.25,1
3989,9/15/2016,18:45:04,30.46,97,54,125.1,10.12,1.27,1
3990,9/15/2016,18:40:07,30.45,97,54,132.61,10.12,1.28,1
3991,9/15/2016,18:35:04,30.45,96,54,121.89,11.25,1.44,1
3992,9/15/2016,18:30:06,30.45,96,55,124.93,5.62,3.4,1
3993,9/15/2016,18:25:03,30.45,96,55,177.35,4.5,7.05,1
3994,9/15/2016,18:20:04,30.45,95,55,157.7,5.62,10.56,1
3995,9/15/2016,18:15:02,30.45,96,55,133.49,6.75,16.84,1
3996,9/15/2016,18:10:04,30.44,96,55,116,9,24.87,1
3997,9/15/2016,18:05:06,30.44,97,55,148.63,3.37,32.76,1
3998,9/15/2016,18:00:11,30.44,97,56,130.47,6.75,52.46,1
3999,9/15/2016,17:55:03,30.44,97,56,114.04,3.37,87.65,1
4000,9/15/2016,17:50:04,30.44,96,56,88.75,6.75,144.23,1
4001,9/15/2016,17:45:07,30.44,96,56,97.57,5.62,98.76,1
4002,9/15/2016,17:40:03,30.44,94,57,106.04,4.5,88.13,1
4003,9/15/2016,17:35:05,30.44,93,57,97.79,11.25,158.03,1
4004,9/15/2016,17:30:05,30.44,94,58,140.19,13.5,163,2
4005,9/15/2016,17:25:04,30.43,95,57,151.31,7.87,209.56,2
